,country,year,donations,receipts,net_donations,cumulative_donations,,,,
2420,Zimbabwe,1998,0,0,0,1,,,,
2421,Zimbabwe,1999,0,0,0,1,,,,
2422,Zimbabwe,2000,0,0,0,1,,,,
2423,Zimbabwe,2001,0,0,0,1,,,,
2424,Zimbabwe,2002,0,0,0,1,,,,
2425,Zimbabwe,2003,0,0,0,1,,,,
2426,Zimbabwe,2004,2,0,2,3,,,,
2427,Zimbabwe,2005,0,0,0,3,,,,
2428,Zimbabwe,2006,0,0,0,3,,,,
2429,Zimbabwe,2007,1,0,1,4,,,,
2430,Zimbabwe,2008,1,0,1,5,,,,
2431,Zimbabwe,2009,1,0,1,6,,,,
2432,Zimbabwe,2010,1,0,1,7,,,,
2433,Zimbabwe,2011,1,0,1,8,,,,
2434,Zimbabwe,2012,0,0,0,8,,,,
2435,Zimbabwe,2013,1,0,1,9,,,,
2436,Zimbabwe,2014,1,0,1,10,,,,
2437,Zimbabwe,2015,1,0,1,11,,,,
2438,Zimbabwe,2016,1,0,1,12,,,,
